"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
winograd_q_70,q_neuro_winograd_schemas,,radio,"70. In the middle of the outdoor concert, the rain started falling, but it continued until 10. What continued until 10?","incorrect, The rain | correct, The concert",,,,,,,,LV,,,,
winograd_q_71,q_neuro_winograd_schemas,,radio,"71. I used an old rag to clean the knife, and then I put it in the drawer. What did I put in the drawer?","correct, The knife | incorrect, The rag",,,,,,,,LV,,,,
winograd_q_72,q_neuro_winograd_schemas,,radio,"72. I used an old rag to clean the knife, and then I put it in the trash. What did I put in the trash?","incorrect, The knife | correct, The rag",,,,,,,,LV,,,,
winograd_q_73,q_neuro_winograd_schemas,,radio,"73. Ann asked Mary what time the library closes, but she had forgotten. Who had forgotten?","correct, Mary | incorrect, Ann",,,,,,,,LV,,,,
winograd_q_74,q_neuro_winograd_schemas,,radio,"74. Ann asked Mary what time the library closes, because she had forgotten. Who had forgotten?","incorrect, Mary | correct, Ann",,,,,,,,LV,,,,
winograd_q_75,q_neuro_winograd_schemas,,radio,"75. I took the water bottle out of the backpack so that it would be lighter. What would be lighter?","correct, The backpack | incorrect, The bottle",,,,,,,,LV,,,,
winograd_q_76,q_neuro_winograd_schemas,,radio,"76. I took the water bottle out of the backpack so that it would be handy. What would be handy?","incorrect, The backpack | correct, The bottle",,,,,,,,LV,,,,
winograd_q_77,q_neuro_winograd_schemas,,radio,"77. I couldn't put the pot on the shelf because it was too high. What was too high?","correct, The shelf | incorrect, The pot",,,,,,,,LV,,,,
winograd_q_78,q_neuro_winograd_schemas,,radio,"78. I couldn't put the pot on the shelf because it was too tall. What was too tall?","incorrect, The shelf | correct, The pot",,,,,,,,LV,,,,
winograd_q_79,q_neuro_winograd_schemas,,radio,"79. I'm sure that my map will show this building; it is very famous. What is famous?","correct, The building | incorrect, The map",,,,,,,,LV,,,,
winograd_q_80,q_neuro_winograd_schemas,,radio,"80. I'm sure that my map will show this building; it is very good. What is good?","incorrect, The building | correct, The map",,,,,,,,LV,,,,
winograd_q_81,q_neuro_winograd_schemas,,radio,"81. Bob paid for Charlie's college education. He is very generous. Who is generous?","correct, Bob | incorrect, Charlie",,,,,,,,LV,,,,
winograd_q_82,q_neuro_winograd_schemas,,radio,"82. Bob paid for Charlie's college education. He is very grateful. Who is grateful?","incorrect, Bob | correct, Charlie",,,,,,,,LV,,,,
winograd_q_83,q_neuro_winograd_schemas,,radio,"83. Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very hurt. Who is hurt?","correct, Bob | incorrect, Charlie",,,,,,,,LV,,,,
winograd_q_84,q_neuro_winograd_schemas,,radio,"84. Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very ungrateful. Who is ungrateful?","incorrect, Bob | correct, Charlie",,,,,,,,LV,,,,
winograd_q_85,q_neuro_winograd_schemas,,radio,"85. Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, he would have won. Who would have won?","correct, Bob | incorrect, Adam",,,,,,,,LV,,,,
winograd_q_86,q_neuro_winograd_schemas,,radio,"86. Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, he would have lost. Who would have lost?","incorrect, Bob | correct, Adam",,,,,,,,LV,,,,
winograd_q_87,q_neuro_winograd_schemas,,radio,"87. Adam can't leave work here until Bob arrives to replace him. If Bob had left home for work on time, he would be here by this time. Who would be here?","correct, Bob | incorrect, Adam",,,,,,,,LV,,,,
winograd_q_88,q_neuro_winograd_schemas,,radio,"88. Adam can't leave work here until Bob arrives to replace him. If Bob had left home for work on time, he would be gone by this time. Who would be gone?","incorrect, Bob | correct, Adam",,,,,,,,LV,,,,
winograd_q_89,q_neuro_winograd_schemas,,radio,"89. If the con artist has succeeded in fooling Sam, he would have gotten a lot of money. Who would have gotten the money?","correct, The con artist | incorrect, Sam",,,,,,,,LV,,,,
winograd_q_90,q_neuro_winograd_schemas,,radio,"90. If the con artist has succeeded in fooling Sam, he would have lost a lot of money. Who would have lost the money?","incorrect, The con artist | correct, Sam",,,,,,,,LV,,,,
winograd_q_91,q_neuro_winograd_schemas,,radio,"91. It was a summer afternoon, and the dog was sitting in the middle of the lawn. After a while, it got up and moved to a spot under the tree, because it was hot. What was hot?","correct, The dog | incorrect, The spot under the tree",,,,,,,,LV,,,,
winograd_q_92,q_neuro_winograd_schemas,,radio,"92. It was a summer afternoon, and the dog was sitting in the middle of the lawn. After a while, it got up and moved to a spot under the tree, because it was cooler. What was cooler?","incorrect, The dog | correct, The spot under the tree",,,,,,,,LV,,,,
winograd_q_93,q_neuro_winograd_schemas,,radio,"93. The cat was lying by the mouse hole waiting for the mouse, but it was too cautious. What was too cautious?","correct, The mouse | incorrect, The cat",,,,,,,,LV,,,,
winograd_q_94,q_neuro_winograd_schemas,,radio,"94. The cat was lying by the mouse hole waiting for the mouse, but it was too impatient. What was too impatient?","incorrect, The mouse | correct, The cat",,,,,,,,LV,,,,
winograd_q_95,q_neuro_winograd_schemas,,radio,"95. Anne gave birth to a daughter last month. She is a very charming woman. Who is a very charming woman?","correct, Anne | incorrect, Anne's daughter",,,,,,,,LV,,,,
winograd_q_96,q_neuro_winograd_schemas,,radio,"96. Anne gave birth to a daughter last month. She is a very charming baby. Who is a very charming baby?","incorrect, Anne | correct, Anne's daughter",,,,,,,,LV,,,,
winograd_q_97,q_neuro_winograd_schemas,,radio,"97. Alice tried frantically to stop her daughter from chatting at the party, leaving us to wonder why she was behaving so strangely. Who was behaving strangely?","correct, Alice | incorrect, Alice's daughter",,,,,,,,LV,,,,
winograd_q_98,q_neuro_winograd_schemas,,radio,"98. Alice tried frantically to stop her daughter from barking at the party, leaving us to wonder why she was behaving so strangely. Who was behaving strangely?","incorrect, Alice | correct, Alice's daughter",,,,,,,,LV,,,,
winograd_q_99,q_neuro_winograd_schemas,,radio,"99. I saw Jim yelling at some guy in a military uniform with a huge red beard. I don't know who he was, but he looked very unhappy. Who looked very unhappy?","correct, The guy in the uniform | incorrect, Jim",,,,,,,,LV,,,,
winograd_q_100,q_neuro_winograd_schemas,,radio,"100. I saw Jim yelling at some guy in a military uniform with a huge red beard. I don't know why he was, but he looked very unhappy. Who looked very unhappy?","incorrect, The guy in the uniform | correct, Jim",,,,,,,,LV,,,,
winograd_q_101,q_neuro_winograd_schemas,,radio,"101. The fish ate the worm. It was tasty. What was tasty?","correct, The worm | incorrect, The fish",,,,,,,,LV,,,,
winograd_q_102,q_neuro_winograd_schemas,,radio,"102. The fish ate the worm. It was hungry. What was hungry?","incorrect, The worm | correct, The fish",,,,,,,,LV,,,,
winograd_q_103,q_neuro_winograd_schemas,,radio,"103. I was trying to open the lock with the key, but someone had filled the keyhole with chewing gum, and I couldn't get it in. What couldn't I get in?","correct, The key | incorrect, The chewing gum",,,,,,,,LV,,,,
winograd_q_104,q_neuro_winograd_schemas,,radio,"104. I was trying to open the lock with the key, but someone had filled the keyhole with chewing gum, and I couldn't get it out. What couldn't I get out?","incorrect, The key | correct, The chewing gum",,,,,,,,LV,,,,
winograd_q_105,q_neuro_winograd_schemas,,radio,"105. The dog chased the cat, which ran up a tree. It waited at the top. Which waited at the top?","correct, The cat | incorrect, The dog",,,,,,,,LV,,,,
winograd_q_106,q_neuro_winograd_schemas,,radio,"106. The dog chased the cat, which ran up a tree. It waited at the bottom. Which waited at the bottom?","incorrect, The cat | correct, The dog",,,,,,,,LV,,,,
winograd_q_107,q_neuro_winograd_schemas,,radio,"107. In the storm, the tree fell down and crashed through the roof of my house. Now, I have to get it removed. What has to be removed?","correct, The tree | incorrect, The roof",,,,,,,,LV,,,,
winograd_q_108,q_neuro_winograd_schemas,,radio,"108. In the storm, the tree fell down and crashed through the roof of my house. Now, I have to get it repaired. What has to be repaired?","incorrect, The tree | correct, The roof",,,,,,,,LV,,,,
winograd_q_109,q_neuro_winograd_schemas,,radio,"109. The customer walked into the bank and stabbed one of the tellers. He was immediately taken to the emergency room. Who was taken to the emergency room?","correct, The teller | incorrect, The customer",,,,,,,,LV,,,,
winograd_q_110,q_neuro_winograd_schemas,,radio,"110. The customer walked into the bank and stabbed one of the tellers. He was immediately taken to the police station. Who was taken to the police station?","incorrect, The teller | correct, The customer",,,,,,,,LV,,,,
winograd_q_111,q_neuro_winograd_schemas,,radio,"111. John was doing research in the library when he heard a man humming and whistling. He was very annoyed. Who was annoyed?","correct, John | incorrect, The hummer",,,,,,,,LV,,,,
winograd_q_112,q_neuro_winograd_schemas,,radio,"112. John was doing research in the library when he heard a man humming and whistling. He was very annoying. Who was annoying?","incorrect, John | correct, The hummer",,,,,,,,LV,,,,
winograd_q_113,q_neuro_winograd_schemas,,radio,"113. John was jogging through the park when he saw a man juggling watermelons. He was very impressed. Who was impressed?","correct, John | incorrect, The juggler",,,,,,,,LV,,,,
winograd_q_114,q_neuro_winograd_schemas,,radio,"114. John was jogging through the park when he saw a man juggling watermelons. He was very impressive. Who was impressive?","incorrect, John | correct, The juggler",,,,,,,,LV,,,,
winograd_q_115,q_neuro_winograd_schemas,,radio,"115. Bob collapsed on the sidewalk. Soon he saw Carl coming to help. He was very ill. Who was ill?","correct, Bob | incorrect, Carl",,,,,,,,LV,,,,
winograd_q_116,q_neuro_winograd_schemas,,radio,"116. Bob collapsed on the sidewalk. Soon he saw Carl coming to help. He was very concerned. Who was concerned?","incorrect, Bob | correct, Carl",,,,,,,,LV,,,,
winograd_q_117,q_neuro_winograd_schemas,,radio,"117. Sam and Amy are passionately in love, but Amy's parents are unhappy about it, because they are snobs. Who are snobs?","correct, Amy's parents | incorrect, Sam and Amy",,,,,,,,LV,,,,
winograd_q_118,q_neuro_winograd_schemas,,radio,"118. Sam and Amy are passionately in love, but Amy's parents are unhappy about it, because they are fifteen. Who are fifteen?","incorrect, Amy's parents | correct, Sam and Amy",,,,,,,,LV,,,,
winograd_q_119,q_neuro_winograd_schemas,,radio,"119. Mark told Pete many lies about himself, which Pete included in his book. He should have been more truthful. Who should have been more truthful?","correct, Mark | incorrect, Pete",,,,,,,,LV,,,,
winograd_q_120,q_neuro_winograd_schemas,,radio,"120. Mark told Pete many lies about himself, which Pete included in his book. He should have been more skeptical. Who should have been more skeptical?","incorrect, Mark | correct, Pete",,,,,,,,LV,,,,
winograd_q_121,q_neuro_winograd_schemas,,radio,"121. Joe has sold his house and bought a new one a few miles away. He will be moving out of it on Thursday. Which house will he be moving out of?","correct, The old house | incorrect, The new house",,,,,,,,LV,,,,
winograd_q_122,q_neuro_winograd_schemas,,radio,"122. Joe has sold his house and bought a new one a few miles away. He will be moving into it on Thursday. Which house will he be moving into?","incorrect, The old house | correct, The new house",,,,,,,,LV,,,,
winograd_q_123,q_neuro_winograd_schemas,,radio,"123. Many people start to read Paul's books and can't put them down. They are gripped because Paul writes so well. Who or what are gripped?","correct, The readers | incorrect, The books",,,,,,,,LV,,,,
winograd_q_124,q_neuro_winograd_schemas,,radio,"124. Many people start to read Paul's books and can't put them down. They are popular because Paul writes so well. Who or what are popular?","incorrect, The readers | correct, The books",,,,,,,,LV,,,,
winograd_q_125,q_neuro_winograd_schemas,,radio,"125. Mary took out her flute and played one of her favorite pieces. She has loved it since she was a child. What has Mary loved since she was a child?","correct, The piece | incorrect, The flute",,,,,,,,LV,,,,
winograd_q_126,q_neuro_winograd_schemas,,radio,"126. Mary took out her flute and played one of her favorite pieces. She has had it since she was a child. What has Mary had since she was a child?","incorrect, The piece | correct, The flute",,,,,,,,LV,,,,
winograd_q_127,q_neuro_winograd_schemas,,radio,"127. Sam pulled up a chair to the piano, but it was broken, so he had to stand instead. What was broken?","correct, The chair | incorrect, The piano",,,,,,,,LV,,,,
winograd_q_128,q_neuro_winograd_schemas,,radio,"128. Sam pulled up a chair to the piano, but it was broken, so he had to sing instead. What was broken?","incorrect, The chair | correct, The piano",,,,,,,,LV,,,,
winograd_q_129,q_neuro_winograd_schemas,,radio,"129. Since it was raining, I carried the newspaper over my backpack to keep it dry. What was I trying to keep dry?","correct, The backpack | incorrect, The newspaper",,,,,,,,LV,,,,
winograd_q_130,q_neuro_winograd_schemas,,radio,"130. Since it was raining, I carried the newspaper in my backpack to keep it dry. What was I trying to keep dry?","incorrect, The backpack | correct, The newspaper",,,,,,,,LV,,,,
winograd_q_131,q_neuro_winograd_schemas,,radio,"131. Sara borrowed the book from the library because she needs it for an article she is working on. She reads it when she gets home from work. What does Sara reads when she gets home from work?","correct, The book | incorrect, The article",,,,,,,,LV,,,,
winograd_q_132,q_neuro_winograd_schemas,,radio,"132. Sara borrowed the book from the library because she needs it for an article she is working on. She writes it when she gets home from work. What does Sara writes when she gets home from work?","incorrect, The book | correct, The article",,,,,,,,LV,,,,
winograd_q_133,q_neuro_winograd_schemas,,radio,"133. This morning, Joey built a sand castle on the beach, and put a toy flag in the highest tower, but this afternoon a breeze knocked it down. What did the a breeze knock down?","correct, The flag | incorrect, The sand castle",,,,,,,,LV,,,,
winograd_q_134,q_neuro_winograd_schemas,,radio,"134. This morning, Joey built a sand castle on the beach, and put a toy flag in the highest tower, but this afternoon the tide knocked it down. What did the the tide knock down?","incorrect, The flag | correct, The sand castle",,,,,,,,LV,,,,
winograd_q_135,q_neuro_winograd_schemas,,radio,"135. Jane knocked on Susan's door, but there was no answer. She was out. Who was out?","correct, Susan | incorrect, Jane",,,,,,,,LV,,,,
winograd_q_136,q_neuro_winograd_schemas,,radio,"136. Jane knocked on Susan's door, but there was no answer. She was disappointed. Who was disappointed?","incorrect, Susan | correct, Jane",,,,,,,,LV,,,,
winograd_q_137,q_neuro_winograd_schemas,,radio,"137. Jane knocked on the door, and Susan answered it. She invited her to come out. Who invited whom?","correct, Jane invited Susan | incorrect, Susan invited Jane",,,,,,,,LV,,,,
winograd_q_138,q_neuro_winograd_schemas,,radio,"138. Jane knocked on the door, and Susan answered it. She invited her to come in. Who invited whom?","incorrect, Jane invited Susan | correct, Susan invited Jane",,,,,,,,LV,,,,
winograd_q_139,q_neuro_winograd_schemas,,radio,"139. Sam took French classes from Adam, because he was eager to speak it fluently. Who was eager to speak French fluently?","correct, Sam | incorrect, Adam",,,,,,,,LV,,,,
winograd_q_140,q_neuro_winograd_schemas,,radio,"140. Sam took French classes from Adam, because he was known to speak it fluently. Who was known to speak French fluently?","incorrect, Sam | correct, Adam",,,,,,,,LV,,,,
winograd_q_141,q_neuro_winograd_schemas,,radio,"141. The path to the lake was blocked, so we couldn't reach it. What couldn't we reach?","correct, The lake | incorrect, The path",,,,,,,,LV,,,,
winograd_q_142,q_neuro_winograd_schemas,,radio,"142. The path to the lake was blocked, so we couldn't use it. What couldn't we use?","incorrect, The lake | correct, The path",,,,,,,,LV,,,,
winograd_q_143,q_neuro_winograd_schemas,,radio,"143. The sun was covered by a thick cloud all morning, but luckily, by the time the picnic started, it was gone. What was gone?","correct, The cloud | incorrect, The sun",,,,,,,,LV,,,,
winograd_q_144,q_neuro_winograd_schemas,,radio,"144. The sun was covered by a thick cloud all morning, but luckily, by the time the picnic started, it was out. What was out?","incorrect, The cloud | correct, The sun",,,,,,,,LV,,,,
winograd_q_145,q_neuro_winograd_schemas,,radio,"145. We went to the lake, because a shark had been seen at the ocean beach, so it was a dangerous place to swim. Which was a dangerous place to swim?","correct, The beach | incorrect, The lake",,,,,,,,LV,,,,
winograd_q_146,q_neuro_winograd_schemas,,radio,"146. We went to the lake, because a shark had been seen at the ocean beach, so it was a safer place to swim. Which was a safer place to swim?","incorrect, The beach | correct, The lake",,,,,,,,LV,,,,
winograd_q_147,q_neuro_winograd_schemas,,radio,"147. Sam tried to paint a picture of shepherds with sheep, but they ended up looking more like dogs. What looked like dogs?","correct, The sheep | incorrect, The shepherds",,,,,,,,LV,,,,
winograd_q_148,q_neuro_winograd_schemas,,radio,"148. Sam tried to paint a picture of shepherds with sheep, but they ended up looking more like golfers. What looked like golfers?","incorrect, The sheep | correct, The shepherds",,,,,,,,LV,,,,
winograd_q_149,q_neuro_winograd_schemas,,radio,"149. Mary tucked her daughter Anne into bed, so that she could sleep. Who is going to sleep?","correct, Anne | incorrect, Mary",,,,,,,,LV,,,,
winograd_q_150,q_neuro_winograd_schemas,,radio,"150. Mary tucked her daughter Anne into bed, so that she could work. Who is going to work?","incorrect, Anne | correct, Mary",,,,,,,,LV,,,,
winograd_q_151,q_neuro_winograd_schemas,,radio,"151. Fred and Alice had very warm down coats, but they were not enough for the cold in Alaska. Who or what were not enough for the cold?","correct, The coats | incorrect, Fred and Alice",,,,,,,,LV,,,,
winograd_q_152,q_neuro_winograd_schemas,,radio,"152. Fred and Alice had very warm down coats, but they were not prepared for the cold in Alaska. Who or what were not prepared for the cold?","incorrect, The coats | correct, Fred and Alice",,,,,,,,LV,,,,
winograd_q_153,q_neuro_winograd_schemas,,radio,"153. Thomson visited Cooper's grave in 17 At that date he had been dead for five years. Who had been dead for five years?","correct, Cooper | incorrect, Thomson",,,,,,,,LV,,,,
winograd_q_154,q_neuro_winograd_schemas,,radio,"154. Thomson visited Cooper's grave in 17 At that date he had been travelling for five years. Who had been travelling for five years?","incorrect, Cooper | correct, Thomson",,,,,,,,LV,,,,
winograd_q_155,q_neuro_winograd_schemas,,radio,"155. Jackson was greatly influenced by Arnold, though he lived two centuries earlier. Who lived earlier?","correct, Arnold | incorrect, Jackson",,,,,,,,LV,,,,
winograd_q_156,q_neuro_winograd_schemas,,radio,"156. Jackson was greatly influenced by Arnold, though he lived two centuries later. Who lived later?","incorrect, Arnold | correct, Jackson",,,,,,,,LV,,,,
winograd_q_157,q_neuro_winograd_schemas,,radio,"157. Tom's daughter Eva is engaged to Dr. Stewart, who is his partner. The two doctors have known one another for ten years. Which two people have known one another for ten years?","correct, Tom and Dr. Stewart | incorrect, Eva and Dr. Stewart",,,,,,,,LV,,,,
winograd_q_158,q_neuro_winograd_schemas,,radio,"158. Tom's daughter Eva is engaged to Dr. Stewart, who is his partner. The two lovers have known one another for ten years. Which two people have known one another for ten years?","incorrect, Tom and Dr. Stewart | correct, Eva and Dr. Stewart",,,,,,,,LV,,,,
winograd_q_159,q_neuro_winograd_schemas,,radio,"159. I can't cut that tree down with that axe; it is too thick. What is too thick?","correct, The tree | incorrect, The axe",,,,,,,,LV,,,,
winograd_q_160,q_neuro_winograd_schemas,,radio,"160. I can't cut that tree down with that axe; it is too small. What is too small?","incorrect, The tree | correct, The axe",,,,,,,,LV,,,,
winograd_q_161,q_neuro_winograd_schemas,,radio,"161. The foxes are getting in at night and attacking the chickens. I shall have to guard them. What do I have to guard?","correct, The chickens | incorrect, The foxes",,,,,,,,LV,,,,
winograd_q_162,q_neuro_winograd_schemas,,radio,"162. The foxes are getting in at night and attacking the chickens. I shall have to kill them. What do I have to kill?","incorrect, The chickens | correct, The foxes",,,,,,,,LV,,,,
winograd_q_163,q_neuro_winograd_schemas,,radio,"163. The foxes are getting in at night and attacking the chickens. They have gotten very bold. What has gotten bold?","correct, The foxes | incorrect, The chickens",,,,,,,,LV,,,,
winograd_q_164,q_neuro_winograd_schemas,,radio,"164. The foxes are getting in at night and attacking the chickens. They have gotten very nervous. What has gotten nervous?","incorrect, The foxes | correct, The chickens",,,,,,,,LV,,,,
winograd_q_165,q_neuro_winograd_schemas,,radio,"165. Fred covered his eyes with his hands, because the wind was blowing sand around. He opened them when the wind stopped. What did Fred opened?","correct, His eyes | incorrect, His hands",,,,,,,,LV,,,,
winograd_q_166,q_neuro_winograd_schemas,,radio,"166. Fred covered his eyes with his hands, because the wind was blowing sand around. He lowered them when the wind stopped. What did Fred lowered?","incorrect, His eyes | correct, His hands",,,,,,,,LV,,,,
winograd_q_167,q_neuro_winograd_schemas,,radio,"167. The actress used to be named Terpsichore, but she changed it to Tina a few years ago, because she figured it was easier to pronounce. Which name was easier to pronounce?","correct, Tina | incorrect, Terpsichore",,,,,,,,LV,,,,
winograd_q_168,q_neuro_winograd_schemas,,radio,"168. The actress used to be named Terpsichore, but she changed it to Tina a few years ago, because she figured it was too hard to pronounce. Which name was too hard to pronounce?","incorrect, Tina | correct, Terpsichore",,,,,,,,LV,,,,
winograd_q_169,q_neuro_winograd_schemas,,radio,"169. Fred watched TV while George went out to buy groceries. After an hour he got up. Who got up?","correct, Fred | incorrect, George",,,,,,,,LV,,,,
winograd_q_170,q_neuro_winograd_schemas,,radio,"170. Fred watched TV while George went out to buy groceries. After an hour he got back. Who got back?","incorrect, Fred | correct, George",,,,,,,,LV,,,,
winograd_q_171,q_neuro_winograd_schemas,,radio,"171. Fred was supposed to run the dishwasher, but he put it off, because he wanted to watch TV. But the show turned out to be boring, so he changed his mind and turned it on. What did Fred turn on?","correct, The dishwasher | incorrect, The television",,,,,,,,LV,,,,
winograd_q_172,q_neuro_winograd_schemas,,radio,"172. Fred was supposed to run the dishwasher, but he put it off, because he wanted to watch TV. But the show turned out to be boring, so he changed his mind and turned it off. What did Fred turn off?","incorrect, The dishwasher | correct, The television",,,,,,,,LV,,,,
winograd_q_173,q_neuro_winograd_schemas,,radio,"173. Fred is the only man still alive who remembers my great-grandfather. He is a remarkable man. Who is a remarkable man?","correct, Fred | incorrect, My great-grandfather",,,,,,,,LV,,,,
winograd_q_174,q_neuro_winograd_schemas,,radio,"174. Fred is the only man still alive who remembers my great-grandfather. He was a remarkable man. Who was a remarkable man?","incorrect, Fred | correct, My great-grandfather",,,,,,,,LV,,,,
winograd_q_175,q_neuro_winograd_schemas,,radio,"175. Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father, he was twelve years old. Who was twelve years old?","correct, Fred | incorrect, My father",,,,,,,,,,,,
winograd_q_176,q_neuro_winograd_schemas,,radio,"176. Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father, he was twelve months old. Who was twelve months old?","incorrect, Fred | correct, My father",,,,,,,,,,,,
winograd_q_177,q_neuro_winograd_schemas,,radio,"177. In July, Kamtchatka declared war on Yakutsk. Since Yakutsk's army was much better equipped and ten times larger, they were victorious within weeks. Who was victorious?","correct, Yakutsk | incorrect, Kamchatka",,,,,,,,,,,,
winograd_q_178,q_neuro_winograd_schemas,,radio,"178. In July, Kamtchatka declared war on Yakutsk. Since Yakutsk's army was much better equipped and ten times larger, they were defeated within weeks. Who was defeated?","incorrect, Yakutsk | correct, Kamchatka",,,,,,,,,,,,
winograd_q_179,q_neuro_winograd_schemas,,radio,"179. Elizabeth moved her company from Sparta to Troy to save money on taxes; the taxes are much higher there. Where are the taxes higher?","correct, In Sparta | incorrect, In Troy",,,,,,,,,,,,
winograd_q_180,q_neuro_winograd_schemas,,radio,"180. Elizabeth moved her company from Sparta to Troy to save money on taxes; the taxes are much lower there. Where are the taxes lower?","incorrect, In Sparta | correct, In Troy",,,,,,,,,,,,
winograd_q_181,q_neuro_winograd_schemas,,radio,"181. Esther figures that she will save shipping costs if she builds her factory in Springfield instead of Franklin, because most of her customers live there. In which town do most of Esther's customers live?","correct, Springfield | incorrect, Franklin",,,,,,,,,,,,
winograd_q_182,q_neuro_winograd_schemas,,radio,"182. Esther figures that she will save shipping costs if she builds her factory in Springfield instead of Franklin, because none of her customers live there. In which town do none of Esther's customers live?","incorrect, Springfield | correct, Franklin",,,,,,,,,,,,
winograd_q_183,q_neuro_winograd_schemas,,radio,"183. There are too many deer in the park, so the park service brought in a small pack of wolves. The population should increase over the next few years. Which population will increase?","correct, The wolves | incorrect, The deer",,,,,,,,LV,,,,
winograd_q_184,q_neuro_winograd_schemas,,radio,"184. There are too many deer in the park, so the park service brought in a small pack of wolves. The population should decrease over the next few years. Which population will decrease?","incorrect, The wolves | correct, The deer",,,,,,,,LV,,,,
winograd_q_185,q_neuro_winograd_schemas,,radio,"185. Archaeologists have concluded that humans lived in Laputa 20,000 years ago. They hunted for deer on the river banks. Who hunted for deer?","correct, The prehistoric humans | incorrect, The archaeologists",,,,,,,,LV,,,,
winograd_q_186,q_neuro_winograd_schemas,,radio,"186. Archaeologists have concluded that humans lived in Laputa 20,000 years ago. They hunted for evidence on the river banks. Who hunted for evidence?","incorrect, The prehistoric humans | correct, The archaeologists",,,,,,,,LV,,,,
winograd_q_187,q_neuro_winograd_schemas,,radio,"187. The scientists are studying three species of fish that have recently been found living in the Indian Ocean. They appeared two years ago. Who or what appeared two years ago?","correct, The fish | incorrect, The scientists",,,,,,,,LV,,,,
winograd_q_188,q_neuro_winograd_schemas,,radio,"188. The scientists are studying three species of fish that have recently been found living in the Indian Ocean. They began two years ago. Who or what began two years ago?","incorrect, The fish | correct, The scientists",,,,,,,,LV,,,,
winograd_q_189,q_neuro_winograd_schemas,,radio,"189. The journalists interviewed the stars of the new movie. They were very cooperative, so the interview lasted for a long time. Who was cooperative?","correct, The stars | incorrect, The journalists",,,,,,,,LV,,,,
winograd_q_190,q_neuro_winograd_schemas,,radio,"190. The journalists interviewed the stars of the new movie. They were very persistent, so the interview lasted for a long time. Who was persistent?","incorrect, The stars | correct, The journalists",,,,,,,,LV,,,,
winograd_q_191,q_neuro_winograd_schemas,,radio,"191. The police arrested all of the gang members. They were trying to run the drug trade in the neighborhood. Who was trying to run the drug trade?","correct, The gang | incorrect, The police",,,,,,,,LV,,,,
winograd_q_192,q_neuro_winograd_schemas,,radio,"192. The police arrested all of the gang members. They were trying to stop the drug trade in the neighborhood. Who was trying to stop the drug trade?","incorrect, The gang | correct, The police",,,,,,,,LV,,,,
winograd_q_193,q_neuro_winograd_schemas,,radio,"193. I put the cake away in the refrigerator. It has a lot of butter in it. What has a lot of butter?","correct, The cake | incorrect, The refrigerator",,,,,,,,LV,,,,
winograd_q_194,q_neuro_winograd_schemas,,radio,"194. I put the cake away in the refrigerator. It has a lot of leftovers in it. What has a lot of leftovers?","incorrect, The cake | correct, The refrigerator",,,,,,,,LV,,,,
winograd_q_195,q_neuro_winograd_schemas,,radio,"195. Sam broke both his ankles and he's walking with crutches. But a month or so from now they should be better. What should be better?","correct, The ankles | incorrect, The crutches",,,,,,,,LV,,,,
winograd_q_196,q_neuro_winograd_schemas,,radio,"196. Sam broke both his ankles and he's walking with crutches. But a month or so from now they should be unnecessary. What should be unnecessary?","incorrect, The ankles | correct, The crutches",,,,,,,,LV,,,,
winograd_q_197,q_neuro_winograd_schemas,,radio,"197. When the sponsors of the bill got to the town hall, they were surprised to find that the room was full of opponents. They were very much in the majority. Who were in the majority?","correct, The opponents | incorrect, The sponsors",,,,,,,,LV,,,,
winograd_q_198,q_neuro_winograd_schemas,,radio,"198. When the sponsors of the bill got to the town hall, they were surprised to find that the room was full of opponents. They were very much in the minority. Who were in the minority?","incorrect, The opponents | correct, The sponsors",,,,,,,,LV,,,,
winograd_q_199,q_neuro_winograd_schemas,,radio,"199. Everyone really loved the oatmeal cookies; only a few people liked the chocolate chip cookies. Next time, we should make more of them. Which cookie should we make more of, next time?","correct, The oatmeal cookies | incorrect, The chocolate chip",,,,,,,,LV,,,,
winograd_q_200,q_neuro_winograd_schemas,,radio,"200. Everyone really loved the oatmeal cookies; only a few people liked the chocolate chip cookies. Next time, we should make fewer of them. Which cookie should we make fewer of, next time?","incorrect, The oatmeal cookies | correct, The chocolate chip",,,,,,,,LV,,,,
winograd_q_201,q_neuro_winograd_schemas,,radio,"201. We had hoped to place copies of our newsletter on all the chairs in the auditorium, but there were simply not enough of them. There are not enough of what?","incorrect, Chairs | correct, Copies of the newsletter",,,,,,,,LV,,,,
winograd_q_202,q_neuro_winograd_schemas,,radio,"202. We had hoped to place copies of our newsletter on all the chairs in the auditorium, but there were simply too many of them. There are too many of what?","correct, Chairs | incorrect, Copies of the newsletter",,,,,,,,LV,,,,
